class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
p,5.857165058307439,x,i,l,f,a,c,n,4.666782183080108,6.987029317653953,n,f,f,g,a
p,7.985002354044767,x,t,n,t,x,c,p,7.321782073486229,16.108560601489256,u,f,f,h,a
e,2.317828857280065,f,g,n,f,a,c,n,7.4243481553422095,4.111071732017162,y,f,f,d,a
p,5.722734084763252,b,s,y,f,a,c,n,6.604691127433047,0.4252184938914083,y,t,f,m,u
e,4.737877331475644,x,s,e,f,a,c,o,4.820776921580318,6.945529561234213,o,f,f,g,u
e,9.188059432710737,x,h,y,t,d,c,y,8.0107223314917,16.20147747962113,w,f,f,d,u
p,5.380142465306919,b,s,y,f,a,c,y,6.980192230856667,7.991805870472788,y,f,z,d,a
e,4.306417036874848,s,d,g,f,d,c,w,5.085544636672979,6.210044352250989,n,f,f,l,a
p,1.0155587911158337,x,k,n,f,a,c,n,4.983096559886127,8.086904856607987,n,f,f,h,u
p,6.5339828058020855,x,s,o,f,s,c,y,5.112726456522364,11.090880323227232,y,f,f,h,w
e,5.133571023533679,f,t,u,f,a,c,w,4.707950399602747,8.568969867015635,w,f,f,d,a
e,4.7049958708002775,f,t,n,f,x,c,u,6.4043751775986255,7.288282926538812,w,f,f,d,a
e,5.467351445946495,x,t,n,f,x,c,w,6.207459294641608,13.49093134304032,w,f,f,w,u
p,1.4767897846389841,b,t,n,f,a,c,k,10.682498733147709,7.949715852654402,n,f,f,g,u
p,5.6812971704998825,b,h,n,f,a,c,k,13.888803448812137,12.284207817676378,w,t,f,g,u
e,5.063948058654736,x,s,n,f,s,c,w,3.8017461643931334,7.7728774971943375,w,f,f,d,a
p,4.068344369688775,x,s,w,f,d,c,w,3.6817981638596455,5.339861123206194,w,f,f,g,a
e,4.437803274763037,x,h,n,f,a,c,n,8.368422863045819,6.454484158336416,w,t,f,d,s
e,8.333523507602324,f,t,n,f,s,c,g,8.044744766870812,18.536558362619616,n,f,f,d,a
p,4.987963350224035,f,d,n,t,d,c,y,5.033320258109964,6.169596673387654,e,f,f,d,u
p,5.230935517560612,o,s,g,f,f,f,f,5.052571325009776,2.0838386261809605,g,f,f,d,w
p,4.143769866938471,f,s,y,f,f,f,f,6.006356384272074,5.885185821248828,o,f,f,d,a
p,5.964392401715729,b,t,y,f,a,c,r,5.509381637975743,4.676426452434529,r,f,f,g,u
p,6.79048825439651,p,e,e,f,a,f,f,5.64526421535471,21.762637654995785,n,t,f,d,w
p,4.3587700931298095,f,y,n,f,e,c,p,4.204994234366865,11.122427304576016,w,t,r,w,u
e,3.679806315657529,f,l,w,f,x,d,w,4.3926118418076125,4.680089371384415,w,f,f,m,a
e,6.620526021496534,x,s,y,t,x,c,y,5.418903324973778,12.7675384651086,w,f,f,d,a
p,7.66939745101126,f,s,y,f,s,c,y,6.5946092023419,15.481816571775223,y,f,f,d,a
p,2.251218455690433,f,g,n,f,a,c,y,5.178330573121171,6.227293733971485,n,f,f,d,a
p,4.810053572044831,x,h,n,f,a,c,k,8.089371375789035,7.327108359719464,n,t,z,g,w
e,15.799650195890433,f,t,n,t,e,c,n,11.864475819284369,18.609560419316228,w,t,l,m,a
p,5.630907430798901,b,s,w,f,e,c,w,5.507698354067315,2.887076516199612,w,t,e,d,a
e,6.727014419543211,x,t,r,t,d,c,y,7.314117182590223,13.067782724821548,w,f,f,d,u
e,10.86425901223872,x,s,n,t,e,c,p,7.212511574827584,17.286291997650295,w,t,l,l,a
p,5.7782891236469,f,t,e,f,x,c,w,6.826527744298933,6.785755769502418,w,f,f,d,u
e,5.871181527296937,f,t,y,f,x,c,n,4.244568730109863,8.215598818266225,w,f,f,d,u
p,4.152419509438864,b,g,e,f,x,c,w,8.62830727494142,4.467989464831828,n,f,f,d,u
p,4.44413529624843,x,k,e,f,a,c,y,3.9487386874021126,5.716834749648322,e,f,f,d,a
e,4.874745999203781,x,t,n,f,x,c,n,5.190484328892149,7.298526236599784,n,t,z,d,a
p,4.495454419814269,p,t,n,f,a,c,n,7.148415791740486,8.017877339295726,y,t,e,g,u
e,15.039420574665291,p,t,n,t,e,c,w,10.621779448958469,18.645180760124905,w,t,g,d,a
p,3.592864390465129,x,h,w,f,a,c,n,7.709437058673251,6.144903211454405,w,f,f,d,u
p,14.058171547884584,x,s,w,f,s,c,y,9.959911640998845,27.722843723677574,n,f,f,d,a
p,2.507634091359524,p,h,n,f,a,c,g,6.25061501951436,6.30053003873371,w,f,f,d,s
p,5.229177741468149,f,s,n,f,p,c,y,5.423902204394654,6.432616136612432,n,f,f,d,a
p,4.545791221742232,b,d,n,f,s,c,y,5.487187069346998,7.326545827627397,n,f,f,d,a
p,2.9627348296363056,x,y,w,f,s,c,y,3.7581314772077135,7.090901942364859,w,f,f,m,a
p,3.091196009839101,o,l,g,f,f,f,f,5.78138249513014,1.7051048619617544,f,f,f,d,u
e,5.56931471294487,x,l,w,f,d,c,w,5.176538085239419,9.745466092407408,w,f,f,d,u
e,6.206503845555263,f,s,y,f,d,d,b,5.357311774612266,9.418626571921799,w,f,f,m,a
e,10.200654675660681,f,t,w,f,a,c,b,4.820959590191736,25.821352954269408,w,t,f,p,a
e,4.13719365336226,s,t,o,f,a,f,f,7.44865840532677,6.713882760809704,o,f,f,d,a
e,8.795953168379786,p,s,w,f,a,c,w,8.763198083847032,21.963122609650387,w,f,f,g,a
e,4.469285734763981,b,y,n,f,a,c,k,4.987481264050742,5.1957019370086535,w,f,f,d,u
e,10.947809916334172,x,t,n,t,p,c,y,9.080366630465168,22.677337755093664,n,t,f,d,a
p,10.232076619075636,x,s,n,t,d,d,r,6.353731618740104,31.016401857962585,w,f,f,d,u
p,9.281632989187635,s,t,y,f,a,d,w,11.849952723094495,26.75823385088416,g,f,f,d,u
p,2.4852310057704488,x,k,n,f,s,c,p,4.195232616129338,4.311582448381004,n,f,f,g,u
p,3.238510639836418,b,h,n,f,a,c,n,5.2657164264907,7.226869846230644,n,t,f,d,u
p,3.899636235347963,s,w,n,t,d,d,p,3.8163700051240763,5.10697263528699,n,f,f,d,u
e,5.024653547260771,f,t,k,f,a,d,w,5.216062588536045,9.38179227445681,w,f,f,d,a
p,8.783387593451895,x,t,r,t,d,c,n,6.635707866407487,12.791985906237848,n,f,f,d,a
p,5.8588823294695285,f,t,y,f,x,c,y,6.040098998058056,6.7615311319603295,w,f,f,d,a
p,4.362633810607767,b,t,n,f,a,c,g,4.087456208129122,7.258985989312079,n,f,f,d,a
e,4.411751827907524,b,t,w,f,a,c,w,4.662674099095036,4.333544114426334,w,f,f,d,a
p,4.632583617204476,x,g,y,f,a,c,n,4.2089487932015,5.506986758884846,n,f,f,d,a
p,2.705138991574604,b,t,e,f,a,c,n,7.353094643969489,3.6284496179790224,n,f,f,d,a
e,7.680022651950645,f,t,b,f,d,c,w,5.618213222799217,15.334421269824222,w,f,f,d,a
e,4.898529519841751,x,s,w,f,d,c,w,4.572051633607368,7.936641248197691,w,f,f,g,a
p,5.321567554975295,x,s,y,f,s,d,y,4.8426947380249725,13.819491043003056,y,f,f,m,a
e,5.530388239414837,x,y,n,f,s,c,g,6.947931438829564,18.09040847860268,u,f,f,d,a
e,7.406036945178972,x,d,n,t,p,c,y,7.764958120802952,17.88122133546206,n,f,f,d,a
p,4.380510299808675,b,g,n,f,a,c,n,5.644875219681239,5.40009522521457,n,f,f,d,a
p,3.7042938834386514,b,t,n,f,a,c,g,5.773752384637705,5.859272514311524,n,f,f,g,u
e,9.38743465353113,x,y,y,f,a,c,w,8.895989150970143,17.976457525662212,n,t,e,d,a
p,8.187294872996555,f,t,r,f,s,c,n,5.710531464144166,12.011101739202402,n,f,f,h,a
e,14.702576975516203,s,t,n,f,a,c,w,10.477051228288696,28.378733241586573,w,f,f,d,a
p,4.973742329645931,f,s,w,f,d,c,w,4.727342999311984,10.44332892896239,w,f,f,d,a
e,7.7256233779036325,x,t,y,t,a,c,y,5.414484337787543,16.567710128406496,w,f,f,d,u
e,6.387812697224956,x,t,o,f,d,d,o,5.504497916640038,14.206248795715105,n,f,f,d,a
e,11.915654261925322,f,t,g,f,s,c,y,6.29582739903207,17.240030697594946,n,f,f,d,a
e,5.593844713207936,x,t,n,f,a,c,w,6.4273593027398315,7.662794364671873,w,f,f,d,a
p,2.357531697805616,f,d,n,f,a,c,y,5.729612813662061,5.992557546320357,r,f,f,d,a
e,7.613281190094487,x,t,n,f,e,c,w,9.527509030219715,13.99367753219943,w,t,g,d,a
p,9.179687780395895,x,h,y,f,p,c,y,10.3874945827618,26.066545117211128,y,t,f,d,a
e,6.0481969038532934,f,t,y,f,a,c,w,5.342786857450537,8.557256435878488,g,f,f,d,a
p,8.576074268145389,s,t,y,t,d,c,o,6.747397432360287,11.503788576845004,w,t,f,d,u
p,2.6854359322285886,b,t,g,f,a,c,g,5.21204782397848,7.461839505617295,g,f,f,d,u
p,3.4555207822025347,x,s,y,f,a,c,o,4.460730667458731,7.6968843673387095,w,f,f,g,u
e,8.925599416428572,o,y,n,f,p,c,y,7.744296194439203,42.378218724882075,n,f,f,d,s
p,5.279482773534719,x,t,n,f,s,c,n,11.942002938708,9.581749152275,w,t,z,d,a
e,9.392807133833525,x,e,n,f,x,c,w,5.245177264495018,10.696695292077726,p,f,f,d,a
p,6.7163789235613525,s,d,e,t,d,c,w,5.745254187615071,6.304912202670922,n,f,f,d,u
e,6.884422012571126,x,t,n,f,p,c,y,4.706474581335395,15.308854129032467,n,f,f,d,a
e,4.350503014974154,f,g,g,f,a,d,g,4.966864426077487,5.239087234463613,u,f,f,d,a
p,9.368060519660943,x,t,n,t,x,c,p,6.481603926986539,13.428487890977555,p,f,f,d,a
p,2.5386636954883866,f,w,n,f,d,c,y,5.376702519543225,4.598189510151286,n,f,f,d,a
e,7.491694006299987,f,t,n,f,s,c,b,6.0655620257221035,17.004968257651484,u,f,f,d,w
p,4.464893574770969,b,g,y,f,a,c,n,2.1174619321732284,4.768480451637004,n,f,f,g,s
e,6.582059655870559,s,t,n,f,f,f,f,5.712452585395286,14.893131337449033,n,f,f,d,w
p,15.045787048039964,f,t,g,f,e,c,w,10.17582622657246,15.220677871042334,w,t,e,d,a
p,4.6846028979501915,x,g,n,f,d,d,n,4.382405412317421,6.321164330087851,n,f,f,d,w
p,9.156373894604718,o,t,n,f,a,c,w,4.884084130281559,22.918368612300554,n,f,f,d,a
p,4.317281089782329,x,i,e,f,a,c,e,6.553627405432235,7.973122548514056,e,f,f,d,a
p,8.34989838477406,s,d,y,f,d,c,o,5.633042011065632,11.359028062742706,y,f,f,d,u
p,4.71776931626936,x,t,e,f,a,c,w,14.220448237192942,7.101852955348139,n,f,f,d,u
p,5.499079196393908,s,w,y,t,d,c,n,4.47979136820097,6.944499483500927,n,f,f,d,u
e,7.128546501880418,o,t,w,f,a,c,w,4.649441933346718,24.83012144815919,w,f,f,d,u
p,3.1995750819301163,b,w,u,f,a,c,u,5.0749039363743655,6.9274981887748766,u,f,f,d,a
e,4.758589773410718,s,s,y,f,f,f,f,5.192751586546994,6.75631718959928,y,f,f,d,a
e,8.967908564794959,x,t,n,f,s,d,y,5.285559272090209,16.32262747504177,n,f,f,d,a
p,5.335607651027695,x,i,y,f,a,c,n,5.192383418407893,9.69333047899474,w,f,f,d,a
p,4.865950213083811,f,d,n,f,a,c,w,4.740928962132047,6.093834245308352,y,f,f,g,a
p,4.8602752584395565,x,s,y,f,a,c,r,6.437705558715101,6.503492844079591,y,f,f,d,u
e,8.071840094908476,x,e,y,f,p,c,y,8.318399673865017,15.847120404166345,y,t,f,d,u
p,4.65794215510919,b,y,n,f,a,c,w,4.986924615638975,6.672644891112307,w,f,f,d,a
e,5.172091481275695,x,d,y,t,d,c,y,5.528382706616945,10.833525593666765,w,f,f,d,a
e,6.079613963919852,x,h,n,f,x,c,w,13.170274275000974,8.431127815586006,n,t,f,d,u
e,5.653347461436925,x,t,w,f,x,c,w,7.205600014998764,7.626041268002109,w,f,f,d,u
p,7.81917411900693,o,t,w,f,a,f,f,4.576054495819909,23.833032087844646,n,f,f,d,u
e,13.170668198287858,x,s,n,t,e,c,n,10.571588080568462,16.803848074787904,w,t,l,d,u
p,16.75778241204619,x,h,n,f,a,c,w,11.37204803061981,18.11407944595665,n,t,p,d,w
p,10.631643261887344,x,t,n,f,p,c,w,10.483519727937377,24.697240844898268,w,t,f,d,a
e,6.112943887518085,x,h,n,f,x,c,w,8.49125564146127,6.61836213593898,n,t,f,d,u
e,10.376678164020996,x,s,l,f,x,c,w,7.925416299241616,19.737686400809324,w,f,f,l,u
p,2.718392878308242,x,t,n,f,a,c,n,4.514667970163291,7.155008113438238,n,t,r,g,u
e,0.7887691209932515,b,g,n,t,a,c,w,6.4173396027381635,5.137422067817589,n,f,f,d,u
p,4.7614833767693625,f,s,g,f,a,c,w,4.912847100267967,6.30350580067439,w,f,f,d,u
p,4.490441997676851,b,t,n,f,a,c,g,6.336510253783664,7.8020873792487215,n,f,f,d,u
p,7.323848769594115,x,i,n,f,a,c,n,7.689006773108974,7.482410118293801,n,t,z,g,u
p,4.061615364726639,x,e,y,t,x,c,r,6.9623157179793695,10.390863522992019,w,f,f,d,u
e,4.877566233456904,s,y,n,f,a,d,p,4.842639229936224,5.636274057250288,w,f,f,g,a
e,5.282798117176055,f,d,g,f,d,d,w,4.849546025424196,5.836239738165636,w,f,f,g,a
p,7.142676562927049,f,t,y,f,s,c,y,6.550882418830827,9.771976804329201,n,f,f,d,a
p,16.33293608428832,x,d,k,f,p,c,w,6.368483696326686,36.65249776806479,n,f,f,d,u
e,7.115376253713662,x,d,e,f,p,c,n,9.114631149673254,13.5632077617369,n,f,f,d,u
p,4.372200826580135,b,t,n,f,a,c,g,4.5419925745357235,5.021624370091315,g,f,f,d,u
e,6.612151017631097,f,g,n,f,s,c,g,7.381369236686781,14.978030843354457,u,f,f,d,a
e,6.703530878668868,x,y,n,f,e,c,p,5.836204747956676,8.230970145786575,n,f,f,d,u
p,5.707133628795834,p,y,w,f,e,c,w,4.992938880293783,27.88184504458269,w,t,e,m,u
e,9.816166402794082,f,s,n,f,s,c,w,6.512265766890697,21.40686773770291,w,f,f,d,s
p,13.419309411222299,x,e,n,f,p,c,y,8.117770552448174,25.310289487531648,e,f,f,d,a
p,6.0599530352501,x,t,p,f,s,c,w,4.654162983050373,6.873352608420807,w,t,f,d,a
p,7.05286619744927,b,h,k,f,e,c,n,5.93318162532381,9.273252986239847,w,f,e,m,u
e,3.2829687874603644,s,t,w,f,d,d,w,3.8256527096417585,7.00618635141745,w,f,f,g,u
e,6.208970698966388,x,s,n,f,d,c,w,7.156410524835671,8.873185534406282,n,f,f,l,a
p,12.960188602106053,x,s,k,f,a,d,w,5.122550368315289,22.516082592846928,w,f,f,d,u
p,5.667487550302194,b,s,g,f,a,c,w,7.389413504809081,10.262371260233122,w,t,z,d,s
p,2.132710958155964,b,y,n,f,a,c,n,5.288786399369411,7.178169878855152,w,f,f,d,s
e,4.670040009243887,p,t,w,f,a,c,g,3.88477019450377,5.354016038670598,w,f,f,d,s
p,5.258919422240433,f,s,g,f,s,c,f,6.992152573584235,31.03478677700499,w,f,f,d,s
p,5.096386779705662,b,s,g,f,a,c,g,7.324963389718711,9.717213305528821,n,f,z,d,u
p,6.5203672533282635,s,d,o,t,d,c,g,5.846855678650836,8.634674027894532,n,f,f,d,u
e,8.993822504253297,x,y,n,t,e,c,p,8.023461439882954,17.535140668707747,w,t,p,l,a
e,5.543832128749821,x,k,n,f,p,c,e,4.25626878782187,10.661199739502319,o,f,f,d,u
p,6.218739350767425,p,g,w,f,a,c,w,8.237305570915522,11.683602924214014,w,t,l,d,u
e,3.624415821168725,s,t,n,f,d,c,o,6.669259342014606,8.409474636804232,w,f,f,d,u
p,4.991381266696058,x,y,n,f,a,c,g,4.22848406788823,13.295566623046696,n,f,f,g,a
p,4.9936084589980085,b,g,e,f,a,c,n,4.920721436416879,4.810612333755849,n,f,f,d,u
p,5.566042123973652,f,t,y,f,s,d,y,5.485228006953179,13.263421000288698,y,f,f,d,a
e,14.550289517676948,f,t,n,t,e,c,w,10.820469768949993,17.045773965985532,w,t,g,d,u
p,5.196504090733639,f,t,n,f,x,c,p,5.139147650908625,6.137890114085929,g,f,f,d,a
e,8.163864737628899,f,t,b,f,a,c,b,5.522672322707084,14.231385707064621,g,f,f,d,a
e,10.338948638925299,s,t,p,t,d,c,o,7.281914233986475,16.33050734642837,w,f,f,d,u
p,4.429425183128561,b,i,k,f,e,c,w,5.318113686036656,7.035499297598612,y,t,f,g,a
e,8.228920722027977,f,i,n,f,e,c,n,9.823496313867844,13.24888986037145,w,t,l,d,a
p,4.273098739531353,x,i,o,f,e,c,n,5.734360147802952,4.274906330513349,n,f,f,m,u
p,5.96419690730877,x,y,w,f,a,c,w,6.098168037655397,13.725942212664604,w,t,l,d,a
e,3.3942819956654127,p,g,g,f,a,c,g,4.565814007824074,5.758770398573509,w,f,f,d,a
p,6.3456546571773,f,k,n,f,d,c,y,4.990639429421892,8.907605507742463,n,t,f,d,u
p,5.708897638512407,x,t,n,f,a,c,n,7.946051742178594,5.598483460331496,n,f,f,d,a
e,13.97271770352149,o,y,y,f,p,c,y,7.4281688176702305,45.413764199230265,k,f,f,d,u
e,8.648340676789676,x,t,n,f,e,c,w,10.097738328547095,13.565170816220759,w,f,f,d,a
p,2.881567906022681,f,k,n,f,p,c,n,4.052607036772309,5.90696714820179,n,f,f,h,w
p,7.19033419976433,b,s,e,f,s,f,w,5.8656571357166545,13.755428937499593,n,t,f,d,u
e,4.466847182267936,b,g,w,f,a,d,w,5.532274457843223,6.713732480553171,w,f,f,d,a
e,6.904300273761644,s,t,w,t,d,c,w,4.53181692759557,11.550015397007778,w,f,f,d,u
e,6.14951988359041,x,t,y,f,x,c,y,8.076354735364259,13.611177452651981,y,f,f,d,u
p,9.45574496705386,f,t,n,f,a,c,w,10.171572100569417,19.38793704416551,w,t,e,d,a
p,9.131962303573559,o,t,y,f,a,c,w,4.689612807631507,22.66482864356331,n,f,f,d,w
p,14.377774319980862,x,g,n,f,a,c,w,11.122736393992168,18.121346275935814,w,t,e,d,w
p,5.340426381298581,b,t,k,f,a,c,n,5.477758207043392,5.797754922638189,g,f,f,g,a
p,2.829593475299499,b,t,n,f,a,c,k,5.71144054431427,5.874716270229227,n,f,f,g,a
e,8.646889409297097,x,t,n,f,a,d,y,4.7574221369940215,14.418804379964484,w,f,f,d,w
e,14.464607198330983,f,e,g,f,a,c,w,8.455270060109068,24.98201131902608,w,f,f,l,a
p,6.3904609151539775,s,t,n,f,d,c,w,5.193669666967283,9.22466338350628,w,f,f,d,a
p,5.319150611482057,b,t,g,f,a,c,n,9.085724964213417,8.075644577460068,w,t,e,d,a
e,13.732016951965875,f,t,l,f,d,c,y,4.67597546542597,19.184002156366205,w,f,f,d,w
p,8.069461586523227,s,t,p,t,d,c,p,6.201950399012964,12.926136045388343,w,t,f,d,u
p,4.797080211579838,s,d,o,f,d,c,o,5.1034814129069925,8.305180090384903,o,f,f,h,u
e,5.874091515875443,s,w,y,f,f,f,y,6.839413643245415,11.604607106016031,o,f,f,d,a
e,4.583549594420453,f,w,n,f,a,c,g,5.5560948883978645,5.314601014128426,n,f,f,l,a
e,7.176902208540998,x,t,n,f,p,c,w,5.288214316613111,12.891035819842335,n,f,f,d,a
p,3.7341875972511924,p,t,n,f,a,c,g,5.213537570992216,6.470179485083727,y,f,f,d,a
e,14.22015356695583,s,t,n,f,a,c,w,8.417710519409798,17.938707690342685,w,f,f,d,w
p,5.277196191481384,f,y,n,f,a,c,y,9.500493256203374,8.116983836091583,n,f,f,d,a
e,14.60517427127416,f,t,w,f,d,c,y,7.243850330671646,21.13590123331853,w,f,f,l,a
p,5.325924597730139,b,t,n,f,x,c,n,5.090120906296072,7.801400021017637,n,f,f,d,a
e,11.697652559627421,x,h,n,t,p,c,o,10.399060500756837,19.594259593750113,w,f,f,d,u
p,13.484051691768506,x,t,n,f,e,c,w,12.883482127061376,17.110473319281766,w,t,p,d,a
e,11.655477388839714,x,s,y,t,x,c,n,8.4285428972694,21.664844118929615,u,f,f,d,u
p,0.8129663956695523,c,g,n,f,a,c,w,4.59173602684385,5.52977214929956,g,f,f,l,u
p,5.042594140169373,x,k,y,f,a,c,n,5.323345789533497,4.496573313376179,n,f,f,h,u
p,5.115612776801816,x,y,y,f,a,c,w,7.792866961142627,7.281547398662534,y,t,r,d,u
p,2.098505866708515,o,t,n,f,a,c,f,5.869321927722156,1.8740752602094495,y,f,f,d,a
p,9.354422072190534,x,t,y,f,x,d,y,6.268747911123327,16.73694984741912,w,f,f,d,a
p,8.160413090529644,s,t,p,t,d,c,p,7.833159750847502,15.367856417218418,p,t,f,d,u
p,5.001506289007038,s,d,w,f,d,c,w,5.385732163280973,7.037925148830871,n,f,f,l,a
p,5.565086771147006,f,w,r,f,s,c,n,4.124538372129983,6.677953933951898,n,f,f,d,a
p,3.9891436429794926,x,g,w,f,a,c,w,4.406093684938371,5.042933345252228,n,f,f,d,u
e,5.061704639632341,f,t,n,f,a,c,w,5.343039240443599,7.323647388102781,w,f,f,l,a
p,3.7140382730439883,f,d,y,f,a,c,r,4.92367798860239,6.4530986700309025,r,f,f,m,u
p,4.53449748541045,x,s,w,f,d,c,w,4.51670556461712,11.674498166817319,w,f,f,d,u
e,7.113096710614672,x,t,p,f,x,c,y,5.077546136099823,14.229628005759126,w,f,f,d,a
p,2.6967114052047014,x,k,w,f,s,c,p,4.743103098335957,5.032392713305237,n,f,f,g,a
e,2.3714765477359023,f,g,n,f,a,c,w,5.544408978196044,5.979871037936579,y,f,f,d,a
e,15.170824892844744,f,e,b,f,a,c,b,6.404483692603613,18.191225304460435,w,t,f,m,a
p,5.3259933720536425,x,s,e,f,s,d,o,5.727549359527321,8.059891949729149,y,f,f,d,u
p,8.381366800752057,x,i,o,f,a,c,k,9.485691520289802,9.703784343581054,n,f,f,g,u
p,5.407652361519439,x,g,y,f,a,c,w,4.774855451738347,5.201077233464977,g,f,f,d,u
e,7.018157944424332,x,w,y,f,f,f,f,6.7916251932604546,16.836774210847317,y,f,f,d,u
e,4.821568390454835,f,y,n,f,d,c,p,6.460580395341619,7.489089001587104,n,f,f,l,a
p,15.172714886724513,f,y,n,f,a,c,w,15.665503386495763,19.564991073474143,n,t,m,d,a
e,4.070600837703118,f,y,g,f,f,f,g,4.369437229105659,8.554328389435108,w,f,f,d,u
p,3.1087306434163784,p,t,w,f,a,c,g,4.7420154606637555,12.770876662006017,y,f,f,d,a
e,8.790284924171862,f,t,g,f,d,c,p,5.742277118257336,12.06834440289196,n,f,f,l,w
p,0.7523973871363939,x,t,o,f,a,c,n,3.478405754133682,6.3082490137498946,o,t,f,g,s
p,12.093796502505615,x,t,n,t,x,c,n,9.57146912385283,18.897505129415325,n,f,f,d,a
p,6.596041479271117,b,y,w,f,f,f,f,8.224915153682966,25.389570104195723,w,f,f,p,a
e,6.551100298973557,x,t,y,f,a,c,w,6.996300346483284,12.751751473780416,w,t,g,d,a
e,5.755898434976527,p,t,g,f,f,f,f,5.0412397495441414,18.02561655893141,n,f,f,d,s
p,11.40237407336574,f,t,n,f,e,c,w,12.084530153289506,13.469056925709847,w,t,g,d,a
p,11.5112419925423,x,e,n,t,p,c,o,7.499361355106809,21.717923120223436,y,f,f,d,a
p,5.25289724986268,x,t,n,f,s,c,n,4.6010950883321104,7.8159212039489345,w,t,z,d,a
e,8.539347110410027,x,t,n,t,a,c,w,11.517207417354154,18.410944742749276,w,t,g,d,u
e,5.027754471870616,f,t,y,f,a,c,w,5.4275234918735435,6.460337127479254,y,f,f,d,a
e,4.0878433237022875,o,l,n,f,f,f,f,7.132812147613512,1.714746382723189,n,f,f,d,s
p,4.553422623230648,b,t,n,f,x,c,p,6.069090016479756,7.549144574589751,g,f,f,d,u
e,4.405027238057995,b,y,n,f,a,c,g,5.1974243590656455,4.646816077857747,n,f,f,d,u
p,6.501024727765995,b,h,n,f,a,c,n,8.714791206778678,6.393178691669801,w,t,f,d,u
e,5.952975986971852,x,y,n,f,e,c,n,6.378667637070566,6.654005654654628,w,t,p,d,u
p,10.388969076532533,x,t,n,f,p,c,w,10.924702176822612,26.728001828375195,n,f,f,d,a
p,3.9073715594991576,f,w,y,f,a,c,y,5.65164345164149,5.77333060483568,r,f,f,g,u
e,14.913471861586984,p,s,n,t,e,c,n,9.615782115041087,18.552271093610674,w,t,l,m,u
e,4.301972784048018,s,t,n,f,d,c,w,5.567647968351195,7.400287167024627,w,f,f,l,a
p,4.64816904071841,x,g,e,f,a,c,n,4.147190869305152,6.285553090320334,n,f,f,d,s
e,9.587158698560405,x,y,n,f,e,c,w,8.579128181715529,14.922489792135678,w,t,f,g,u
p,2.485400279447713,x,i,k,f,a,c,w,4.887920005132374,6.501481447879063,w,f,f,g,u
p,6.857559724777764,x,y,y,f,a,c,y,6.2808696858286215,7.1008930041204765,y,t,f,d,u
p,5.761392353597767,b,t,n,f,s,c,n,5.774784946634423,7.267313260834838,w,f,f,d,a
e,4.305488094111409,b,g,o,f,a,c,n,6.3102686278358675,7.3967105065975165,n,f,f,d,s
e,6.964781488816202,x,d,n,f,p,c,y,5.874242932313259,13.408878676235025,y,f,f,d,a
p,10.823010024419556,x,t,e,f,a,d,w,7.834052492827592,18.808461752928785,w,f,f,d,u
p,5.9975853893017606,b,t,w,f,a,c,w,12.957489969596079,12.76147303022454,w,t,e,d,a
e,8.561475777363583,x,h,n,f,a,c,k,6.659324373042847,10.84447571314748,n,f,f,d,w
p,1.070828783291502,b,h,n,f,a,c,n,6.287123661552527,5.197795595899155,n,f,f,g,s
e,4.9686881584590115,f,t,g,f,d,c,b,6.147869267485761,10.208455877877476,w,f,f,d,w
p,3.3890534862100195,b,y,n,f,s,c,u,5.635878000480764,5.006851872584315,w,f,f,d,u
e,9.13824932718748,x,e,n,t,p,c,y,6.791611500069648,21.50359565124957,y,f,f,d,u
e,11.593838356538223,x,s,n,f,p,d,p,6.460128837179172,23.821891096015513,n,f,f,d,u
e,11.53993686074525,f,y,y,f,a,c,w,7.154650131807371,23.44117933465028,n,f,f,d,a
e,7.740684957238175,x,t,y,f,x,c,w,5.486247174423759,12.60548673289127,w,f,f,d,u
e,5.628896460707013,f,y,n,f,x,d,w,4.295775843040612,6.868987679662244,n,f,f,g,a
e,7.9303249449047755,x,s,n,t,s,c,y,5.896389486475276,10.330932691114414,n,f,f,d,a
p,5.11330539649296,b,y,n,f,a,c,p,5.437306288646142,6.9985361334021485,n,f,f,g,u
e,7.028709176836589,b,y,g,f,a,c,k,6.961342849750185,13.671663027053542,w,t,z,d,a
p,3.904822371721106,x,y,y,f,a,c,w,6.683895565342728,7.3457151046710685,y,t,r,d,a
e,4.361279638033057,x,t,y,f,d,c,o,4.248713515200657,7.320863374278195,w,f,f,d,u
e,15.201855590222854,x,t,n,f,a,d,y,5.359150980905072,23.104040899824973,w,f,f,d,a
p,3.6500582302400173,f,t,n,f,d,c,o,4.3721253932248105,7.013753841252246,o,f,f,d,w
e,6.521599259157638,x,t,n,f,x,c,p,5.915890745151226,8.781132170213738,n,f,f,d,a
e,6.7549242039466835,s,s,n,f,x,c,w,5.0655381260671835,8.30785140661706,w,f,f,l,a
p,11.523152581440906,f,t,y,f,a,d,w,8.756108306541105,22.714892432793615,w,t,e,d,a
p,4.560579427427134,f,t,y,f,a,c,e,4.558541259185253,7.261031141753055,e,f,f,d,a
p,3.7911978512170776,f,w,u,f,d,c,w,5.172100274249112,8.616988007311969,u,f,f,l,a
p,8.308954715105731,x,g,r,f,a,c,w,8.540286905429147,13.763322301465646,w,t,p,d,u
